factor_name,coverage,nunique,quality_ok,ic,icir,win_rate,p_adjusted,significant,stable,redundant,selected,ic_2020,ic_2021,ic_2022,ic_2023,ic_2024,ic_2025,pos_2020,pos_2021,pos_2022,pos_2023,pos_2024,pos_2025,n_years,n_ic_years,ic_consistency
Alpha106,1.0,2387957,True,-0.03532655007081092,-0.17099493993127976,0.3725085910652921,9.491727404054018e-10,True,True,False,True,-0.006322657164189066,-0.05816798378113179,-0.06068690580883827,-0.039676439569999174,-0.043961770452329206,-0.044666145197820056,0.41975308641975306,0.36213991769547327,0.3884297520661157,0.371900826446281,0.38016528925619836,0.31275720164609055,6,5,0.8333333333333334
STD30,1.0,3804491,True,-0.03789860592986374,-0.22964673927540077,0.3951890034364261,0.0,True,True,False,True,-0.036500809161379294,-0.053039862806049415,-0.029192227770503492,-0.05842660438025754,-0.0455112352706549,-0.022175682396312534,0.4156378600823045,0.36213991769547327,0.4256198347107438,0.3512396694214876,0.38016528925619836,0.43621399176954734,6,6,1.0
Alpha129,1.0,1763311,True,-0.04134134662090622,-0.227157374395327,0.4233676975945017,0.0,True,True,False,True,-0.01283271485115208,-0.060737505390933644,-0.053353637554324644,-0.05937048927111783,-0.04388378845488915,-0.014012502670573052,0.48559670781893005,0.3868312757201646,0.44214876033057854,0.36363636363636365,0.38016528925619836,0.48148148148148145,6,4,0.6666666666666666
Alpha100,1.0,3971898,True,-0.04853714618110356,-0.38307013275809315,0.33058419243986253,0.0,True,True,False,True,-0.04967941845331142,-0.0452460795223665,-0.051406274714384116,-0.05562541990830601,-0.027745500099495172,-0.06572352912643545,0.27983539094650206,0.345679012345679,0.33884297520661155,0.32231404958677684,0.4256198347107438,0.2716049382716049,6,6,1.0
Alpha132,1.0,3974966,True,-0.06049807309587867,-0.3685075996646048,0.3450171821305842,0.0,True,True,False,True,-0.025640856434864582,-0.06920340920097161,-0.07609176417476082,-0.09029813338638519,-0.043513273042029635,-0.06543432578528997,0.4609053497942387,0.3497942386831276,0.23140495867768596,0.2975206611570248,0.39669421487603307,0.3333333333333333,6,6,1.0
ROC30,1.0,1264251,True,0.04096366566724891,0.17284246350587704,0.5731958762886598,9.491727404054018e-10,False,True,True,False,0.021189445900513217,0.06627678656764546,0.010538647629312812,0.05385681787715841,0.08398509972281719,0.06823183729174329,0.5555555555555556,0.5761316872427984,0.5454545454545454,0.5495867768595041,0.5495867768595041,0.6625514403292181,6,5,0.8333333333333334
MIN20,1.0,812110,True,0.04086596744459208,0.35192290194396564,0.6487972508591066,0.0,False,True,True,False,0.039124283148092964,0.04005351712981736,0.04995032451403956,0.05404382171723364,0.04843756717151198,0.05303694536439426,0.6172839506172839,0.5802469135802469,0.6611570247933884,0.6983471074380165,0.6611570247933884,0.6748971193415638,6,6,1.0
QTLD20,1.0,1647896,True,0.03987910963091278,0.35645119818270693,0.6446735395189004,0.0,False,True,True,False,0.04198298907308173,0.0305220378743563,0.047508257798525605,0.0516838909086462,0.04536364890890888,0.07017207207273403,0.5967078189300411,0.5720164609053497,0.6652892561983471,0.6818181818181818,0.6115702479338843,0.7407407407407407,6,6,1.0
ROC20,1.0,1139725,True,0.0385481837600448,0.18482149547532079,0.5917525773195876,2.978919436706091e-11,False,True,True,False,0.01235845186624573,0.04501606963419443,0.05854156386567181,0.05392306960758925,0.06331776989303033,0.04710831336220497,0.5473251028806584,0.5555555555555556,0.5702479338842975,0.5867768595041323,0.6115702479338843,0.6790123456790124,6,5,0.8333333333333334
SUMP60,1.0,2065897,True,-0.03329037256749062,-0.2573190819172239,0.4137457044673539,0.0,False,True,True,False,-0.004790612999119896,-0.05389573801139931,-0.044916547919674206,-0.025312988442647223,-0.05810473536137304,-0.05652094896090453,0.551440329218107,0.37037037037037035,0.384297520661157,0.43388429752066116,0.4132231404958678,0.3292181069958848,6,5,0.8333333333333334
SUMD60,1.0,3219367,True,-0.03329162717836372,-0.2573217252830367,0.4137457044673539,0.0,False,True,True,False,-0.0047933487014855765,-0.05389582597773875,-0.04491639460848088,-0.025313082565377152,-0.05810460910869507,-0.056520698972554496,0.551440329218107,0.37037037037037035,0.384297520661157,0.43388429752066116,0.4132231404958678,0.3292181069958848,6,5,0.8333333333333334
RANK60,1.0,1365,True,-0.03374388969147704,-0.26767401797016593,0.3938144329896907,0.0,False,True,True,False,-0.019277689000528113,-0.03735972156236559,-0.045424003966112785,-0.03232732892873455,-0.046527063716802444,-0.052665268612338216,0.43621399176954734,0.42386831275720166,0.3884297520661157,0.3925619834710744,0.4049586776859504,0.3168724279835391,6,5,0.8333333333333334
Alpha71,1.0,2933200,True,-0.034122482661695375,-0.2701357936637637,0.3917525773195876,0.0,False,True,True,False,-0.03346920928162044,-0.021218690837838384,-0.04628462287759283,-0.035472045547081416,-0.044161429020972226,-0.0656838606518576,0.4444444444444444,0.4609053497942387,0.38016528925619836,0.384297520661157,0.4297520661157025,0.25102880658436216,6,6,1.0
SUMP30,1.0,1706715,True,-0.03572786618913555,-0.286638227945727,0.3979381443298969,0.0,False,True,True,False,-0.03464313622643888,-0.03208350647530434,-0.05427823856548295,-0.02723243276276824,-0.04500739027893405,-0.05865532985225548,0.3950617283950617,0.41975308641975306,0.39669421487603307,0.4090909090909091,0.44214876033057854,0.32510288065843623,6,6,1.0
SUMD30,1.0,2663703,True,-0.03572915555108428,-0.2866393602430729,0.3979381443298969,0.0,False,True,True,False,-0.03464419902437689,-0.03208337043379415,-0.054278293055980004,-0.02723238038860379,-0.04500743649400198,-0.0586553906822027,0.3950617283950617,0.41975308641975306,0.39669421487603307,0.4090909090909091,0.44214876033057854,0.32510288065843623,6,6,1.0
VSUMP30,1.0,2534344,True,-0.03642321717173203,-0.40560152713618386,0.340893470790378,0.0,False,True,True,False,-0.03945022372650358,-0.015318648694575785,-0.04436649179428303,-0.029152459711820126,-0.040506768944895584,-0.061445375037093214,0.35802469135802467,0.45267489711934156,0.30578512396694213,0.3760330578512397,0.3347107438016529,0.21810699588477367,6,5,0.8333333333333334
VSUMD30,1.0,4050803,True,-0.03642321724291109,-0.40560145224858546,0.340893470790378,0.0,False,True,True,False,-0.039450197089023434,-0.015318657736342807,-0.0443665277429984,-0.02915245133503693,-0.040506738960017205,-0.06144532694042655,0.35802469135802467,0.45267489711934156,0.30578512396694213,0.3760330578512397,0.3347107438016529,0.21810699588477367,6,5,0.8333333333333334
CORR10,1.0,3879825,True,-0.036587156342986475,-0.4269842103172845,0.31821305841924397,,False,False,False,False,-0.03539089203100504,-0.018899476194321307,-0.04043874684911463,-0.029700414808387157,-0.05048763296326679,-0.05133761217299127,0.3045267489711934,0.38271604938271603,0.29338842975206614,0.3512396694214876,0.30578512396694213,0.2716049382716049,6,5,0.8333333333333334
Alpha88,1.0,1333432,True,-0.03854818390610653,-0.1848213961037272,0.3656357388316151,2.978919436706091e-11,False,True,True,False,-0.012358372750536382,-0.04501604564454119,-0.05854154618736883,-0.05392297511137316,-0.06331783082869694,-0.047108315044190704,0.4074074074074074,0.3991769547325103,0.3884297520661157,0.371900826446281,0.34710743801652894,0.27983539094650206,6,5,0.8333333333333334
momentum_1m,1.0,1333803,True,-0.03854819090106696,-0.18482144364787242,0.3656357388316151,2.978919436706091e-11,False,True,True,False,-0.012358367944649448,-0.04501604021151969,-0.058541650031073575,-0.05392294961526488,-0.0633179228376542,-0.04710824599371867,0.4074074074074074,0.3991769547325103,0.3884297520661157,0.371900826446281,0.34710743801652894,0.27983539094650206,6,5,0.8333333333333334
VSUMD60,1.0,4053595,True,-0.03961167049973809,-0.4284586048820749,0.334020618556701,0.0,False,True,True,False,-0.03305770252575204,-0.04220206686245809,-0.03523011991693824,-0.03844537687985578,-0.048642070464018895,-0.05775327242616355,0.34156378600823045,0.3374485596707819,0.384297520661157,0.3512396694214876,0.3181818181818182,0.2716049382716049,6,6,1.0
VSUMP60,1.0,1942837,True,-0.039611670575502196,-0.42845852370187565,0.334020618556701,0.0,False,True,True,False,-0.03305769786328054,-0.04220201311744487,-0.035230161135787565,-0.038445384807614995,-0.04864200485681707,-0.05775327941378844,0.34156378600823045,0.3374485596707819,0.384297520661157,0.3512396694214876,0.3181818181818182,0.2716049382716049,6,6,1.0
volume_surge,1.0,3753031,True,-0.04105213523544992,-0.3933607378197914,0.3621993127147766,,False,False,False,False,-0.036030405589992084,-0.02689486372347773,-0.04849136041581477,-0.03570358518672183,-0.0529278854249098,-0.06571957119776226,0.38271604938271603,0.4074074074074074,0.34710743801652894,0.3925619834710744,0.34710743801652894,0.2962962962962963,6,6,1.0
STD20,1.0,3752687,True,-0.044121622867082565,-0.2769579988141485,0.3745704467353952,,False,False,False,False,-0.04288900401536128,-0.04800909875379703,-0.042307513120309684,-0.053097489689970925,-0.05493367267948856,-0.03928408327174843,0.39094650205761317,0.37037037037037035,0.39669421487603307,0.34710743801652894,0.33884297520661155,0.40329218106995884,6,6,1.0
Alpha97,1.0,3975669,True,-0.052012130860539164,-0.4147868610032934,0.3216494845360825,0.0,False,True,True,False,-0.052598884786728806,-0.04347229976486857,-0.054943827060891605,-0.05858712486854984,-0.033309057054581245,-0.07419356529121354,0.2716049382716049,0.37037037037037035,0.3181818181818182,0.32644628099173556,0.39669421487603307,0.24691358024691357,6,6,1.0
STD10,1.0,3523394,True,-0.052299492658306905,-0.3364130848030068,0.3457044673539519,,False,False,False,False,-0.04815745937580555,-0.048388280124230625,-0.05688699353156111,-0.05136023343435849,-0.06276367025881964,-0.05523394433430206,0.37037037037037035,0.35390946502057613,0.3140495867768595,0.33884297520661155,0.34297520661157027,0.35390946502057613,6,6,1.0
STD5,1.0,2866338,True,-0.052720242442350726,-0.3767285759680589,0.3237113402061856,,False,False,False,False,-0.04769394022205016,-0.05073901809615316,-0.05465435879314234,-0.052130351328465475,-0.06746659372752785,-0.05790103794985666,0.35802469135802467,0.30864197530864196,0.32644628099173556,0.34710743801652894,0.30578512396694213,0.2962962962962963,6,6,1.0
Alpha189,1.0,3226461,True,-0.053667381389035006,-0.3244474017920369,0.4048109965635739,,False,False,False,False,-0.024359974706033828,-0.061930077568137634,-0.06989250458913943,-0.06448931180739012,-0.06626191937473705,-0.03743160389138641,0.4897119341563786,0.3950617283950617,0.4090909090909091,0.36363636363636365,0.34710743801652894,0.42386831275720166,6,6,1.0
KLEN,1.0,507565,True,-0.056875549315518414,-0.4055132086244919,0.3230240549828179,,False,False,False,False,-0.053221422256893886,-0.05504056023084633,-0.06249206400663299,-0.07184977372892741,-0.06687696074223143,-0.04929127620668619,0.3950617283950617,0.34156378600823045,0.29338842975206614,0.2768595041322314,0.2975206611570248,0.3333333333333333,6,6,1.0
volatility_1m,1.0,3746049,True,-0.05733149849448834,-0.33284647287803465,0.3457044673539519,,False,False,False,False,-0.05968073693786673,-0.06923520999428241,-0.053959868492178396,-0.07268925349680025,-0.047007354609224374,-0.05088285267974573,0.3950617283950617,0.30864197530864196,0.30165289256198347,0.3140495867768595,0.371900826446281,0.38271604938271603,6,6,1.0
Alpha167,1.0,1750916,True,-0.058983909116706264,-0.37857017729353354,0.3725085910652921,,False,False,False,False,-0.03315869849289608,-0.07201152839536967,-0.07304988206920593,-0.08222704820485424,-0.06147710536545079,-0.04466796494166826,0.45267489711934156,0.38271604938271603,0.3512396694214876,0.2809917355371901,0.3512396694214876,0.4156378600823045,6,6,1.0
Alpha95,1.0,3974944,True,-0.06796481178394016,-0.45205769005274427,0.3237113402061856,,False,False,False,False,-0.040478539884756935,-0.07320649157897172,-0.08131593395032648,-0.09001312271809102,-0.05800650298724638,-0.07440426146849681,0.4156378600823045,0.34156378600823045,0.2066115702479339,0.2809917355371901,0.38016528925619836,0.3168724279835391,6,6,1.0
Alpha150,1.0,3984851,True,-0.07126017022482793,-0.4648135090897536,0.30927835051546393,,False,False,False,False,-0.04611521166390407,-0.07208771206184716,-0.08501553361720668,-0.10011856909055449,-0.060182758034781084,-0.08390409288488852,0.40329218106995884,0.3292181069958848,0.19421487603305784,0.2809917355371901,0.3677685950413223,0.27983539094650206,6,6,1.0
Alpha70,1.0,3983127,True,-0.07206968682035858,-0.48757193947597754,0.3037800687285223,,False,False,False,False,-0.04530854948654703,-0.07289275717060545,-0.08498041492132913,-0.09458549545306177,-0.05906882929129463,-0.08548765672574737,0.39094650205761317,0.32098765432098764,0.19834710743801653,0.2727272727272727,0.359504132231405,0.27983539094650206,6,6,1.0
long_momentum,0.0,1707928,False,,,,,False,False,False,False,-0.02872206017135901,-0.03797418689702653,-0.07387751142157734,-0.043062714060216556,-0.05935152764666358,-0.10732122969238624,0.4567901234567901,0.345679012345679,0.2892561983471074,0.3512396694214876,0.38016528925619836,0.27983539094650206,6,6,1.0
ROC60,0.0,1519412,False,,,,,False,False,False,False,0.028722028587766412,0.03797420837457329,0.07387749329428996,0.043062691400978716,0.05935154586102315,0.10732122583857112,0.41975308641975306,0.5308641975308642,0.5867768595041323,0.5247933884297521,0.49586776859504134,0.5967078189300411,6,6,1.0
IMAX30,0.0,30,False,,,,,False,False,False,False,-0.030247068816134853,-0.024887689768565424,-0.054088010493828095,-0.0158695079886041,-0.04729292088799181,-0.04525058556122421,0.43209876543209874,0.4074074074074074,0.30165289256198347,0.4380165289256198,0.3677685950413223,0.3168724279835391,6,5,0.8333333333333334
