factor,coverage,missing_rate,outlier_rate,std,passed,reason,window,category
BETA5,1.0,0.0,0.0,0.288636,True,通过,Window_2025,Price-Volume
BETA10,1.0,0.0,0.0,0.288646,True,通过,Window_2025,Price-Volume
BETA20,1.0,0.0,0.0,0.288655,True,通过,Window_2025,Price-Volume
BETA30,1.0,0.0,0.0,0.288655,True,通过,Window_2025,Price-Volume
BETA60,1.0,0.0,0.0,0.288657,True,通过,Window_2025,Price-Volume
RSQR5,1.0,0.0,0.0,0.288614,True,通过,Window_2025,Price-Volume
RSQR10,1.0,0.0,0.0,0.288658,True,通过,Window_2025,Price-Volume
RSQR20,1.0,0.0,0.0,0.288671,True,通过,Window_2025,Price-Volume
RSQR30,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
RSQR60,1.0,0.0,0.0,0.203114,True,通过,Window_2025,Price-Volume
RESI5,1.0,0.0,0.0,0.288638,True,通过,Window_2025,Price-Volume
RESI10,1.0,0.0,0.0,0.288645,True,通过,Window_2025,Price-Volume
RESI20,1.0,0.0,0.0,0.288653,True,通过,Window_2025,Price-Volume
RESI30,1.0,0.0,0.0,0.288655,True,通过,Window_2025,Price-Volume
RESI60,1.0,0.0,0.0,0.288656,True,通过,Window_2025,Price-Volume
MAX5,1.0,0.0,0.0,0.288618,True,通过,Window_2025,Price-Volume
MAX10,1.0,0.0,0.0,0.288627,True,通过,Window_2025,Price-Volume
MAX20,1.0,0.0,0.0,0.288636,True,通过,Window_2025,Price-Volume
MAX30,1.0,0.0,0.0,0.288637,True,通过,Window_2025,Price-Volume
MAX60,1.0,0.0,0.0,0.288644,True,通过,Window_2025,Price-Volume
MIN5,1.0,0.0,0.0,0.288476,True,通过,Window_2025,Price-Volume
MIN10,1.0,0.0,0.0,0.288488,True,通过,Window_2025,Price-Volume
MIN20,1.0,0.0,0.0,0.288505,True,通过,Window_2025,Price-Volume
MIN30,1.0,0.0,0.0,0.288513,True,通过,Window_2025,Price-Volume
MIN60,1.0,0.0,0.0,0.288559,True,通过,Window_2025,Price-Volume
QTLU5,1.0,0.0,0.0,0.288608,True,通过,Window_2025,Price-Volume
QTLU10,1.0,0.0,0.0,0.288624,True,通过,Window_2025,Price-Volume
QTLU20,1.0,0.0,0.0,0.288636,True,通过,Window_2025,Price-Volume
QTLU30,1.0,0.0,0.0,0.28864,True,通过,Window_2025,Price-Volume
QTLU60,1.0,0.0,0.0,0.288649,True,通过,Window_2025,Price-Volume
QTLD5,1.0,0.0,0.0,0.288545,True,通过,Window_2025,Price-Volume
QTLD10,1.0,0.0,0.0,0.288594,True,通过,Window_2025,Price-Volume
QTLD20,1.0,0.0,0.0,0.288613,True,通过,Window_2025,Price-Volume
QTLD30,1.0,0.0,0.0,0.288622,True,通过,Window_2025,Price-Volume
QTLD60,1.0,0.0,0.0,0.288636,True,通过,Window_2025,Price-Volume
RANK5,1.0,0.0,0.1023,0.243143,True,通过,Window_2025,Price-Volume
RANK10,1.0,0.0,0.0325,0.271132,True,通过,Window_2025,Price-Volume
RANK20,1.0,0.0,0.0157,0.27957,True,通过,Window_2025,Price-Volume
RANK30,1.0,0.0,0.0073,0.282988,True,通过,Window_2025,Price-Volume
RANK60,1.0,0.0,0.0032,0.286415,True,通过,Window_2025,Price-Volume
RSV5,1.0,0.0,0.0,0.288551,True,通过,Window_2025,Price-Volume
RSV10,1.0,0.0,0.0,0.288553,True,通过,Window_2025,Price-Volume
RSV20,1.0,0.0,0.0,0.288554,True,通过,Window_2025,Price-Volume
RSV30,1.0,0.0,0.0,0.288558,True,通过,Window_2025,Price-Volume
RSV60,1.0,0.0,0.0,0.288566,True,通过,Window_2025,Price-Volume
IMAX5,1.0,0.0,0.1186,0.234092,True,通过,Window_2025,Price-Volume
IMAX10,1.0,0.0,0.0356,0.271063,True,通过,Window_2025,Price-Volume
IMAX20,1.0,0.0,0.0085,0.282718,True,通过,Window_2025,Price-Volume
IMAX30,1.0,0.0,0.0011,0.28528,True,通过,Window_2025,Price-Volume
IMAX60,1.0,0.0,0.0,0.287518,True,通过,Window_2025,Price-Volume
IMIN5,1.0,0.0,0.1715,0.201221,True,通过,Window_2025,Price-Volume
IMIN10,1.0,0.0,0.1059,0.238633,True,通过,Window_2025,Price-Volume
IMIN20,1.0,0.0,0.0587,0.253423,True,通过,Window_2025,Price-Volume
IMIN30,1.0,0.0,0.0522,0.258016,True,通过,Window_2025,Price-Volume
IMIN60,1.0,0.0,0.0668,0.25681,True,通过,Window_2025,Price-Volume
IMXD5,1.0,0.0,0.0281,0.273559,True,通过,Window_2025,Price-Volume
IMXD10,1.0,0.0,0.0061,0.284464,True,通过,Window_2025,Price-Volume
IMXD20,1.0,0.0,0.0,0.287598,True,通过,Window_2025,Price-Volume
IMXD30,1.0,0.0,0.0,0.288098,True,通过,Window_2025,Price-Volume
IMXD60,1.0,0.0,0.0,0.288177,True,通过,Window_2025,Price-Volume
CORR5,1.0,0.0,0.0,0.288625,True,通过,Window_2025,Price-Volume
CORR10,1.0,0.0,0.0,0.288663,True,通过,Window_2025,Price-Volume
CORR20,1.0,0.0,0.0,0.288673,True,通过,Window_2025,Price-Volume
CORR30,1.0,0.0,0.0,0.288674,True,通过,Window_2025,Price-Volume
CORR60,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
CORD5,1.0,0.0,0.0,0.288616,True,通过,Window_2025,Price-Volume
CORD10,1.0,0.0,0.0,0.288655,True,通过,Window_2025,Price-Volume
CORD20,1.0,0.0,0.0,0.288674,True,通过,Window_2025,Price-Volume
CORD30,1.0,0.0,0.0,0.288674,True,通过,Window_2025,Price-Volume
CORD60,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
CNTP5,1.0,0.0,0.0106,0.270503,True,通过,Window_2025,Price-Volume
CNTP10,1.0,0.0,0.0,0.281441,True,通过,Window_2025,Price-Volume
CNTP20,1.0,0.0,0.0,0.285044,True,通过,Window_2025,Price-Volume
CNTP30,1.0,0.0,0.0,0.28627,True,通过,Window_2025,Price-Volume
CNTP60,1.0,0.0,0.0,0.28748,True,通过,Window_2025,Price-Volume
CNTN5,1.0,0.0,0.0084,0.271816,True,通过,Window_2025,Price-Volume
CNTN10,1.0,0.0,0.0,0.281538,True,通过,Window_2025,Price-Volume
CNTN20,1.0,0.0,0.0,0.285146,True,通过,Window_2025,Price-Volume
CNTN30,1.0,0.0,0.0,0.286393,True,通过,Window_2025,Price-Volume
CNTN60,1.0,0.0,0.0,0.287616,True,通过,Window_2025,Price-Volume
CNTD5,1.0,0.0,0.0063,0.277922,True,通过,Window_2025,Price-Volume
CNTD10,1.0,0.0,0.0,0.284985,True,通过,Window_2025,Price-Volume
CNTD20,1.0,0.0,0.0,0.287251,True,通过,Window_2025,Price-Volume
CNTD30,1.0,0.0,0.0,0.287842,True,通过,Window_2025,Price-Volume
CNTD60,1.0,0.0,0.0,0.288305,True,通过,Window_2025,Price-Volume
SUMP5,1.0,0.0,0.0,0.288497,True,通过,Window_2025,Price-Volume
SUMP10,1.0,0.0,0.0,0.288663,True,通过,Window_2025,Price-Volume
SUMP20,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMP30,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMP60,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMN5,1.0,0.0,0.0,0.288497,True,通过,Window_2025,Price-Volume
SUMN10,1.0,0.0,0.0,0.288663,True,通过,Window_2025,Price-Volume
SUMN20,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMN30,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMN60,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMD5,1.0,0.0,0.0,0.288497,True,通过,Window_2025,Price-Volume
SUMD10,1.0,0.0,0.0,0.288663,True,通过,Window_2025,Price-Volume
SUMD20,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMD30,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
SUMD60,1.0,0.0,0.0,0.288675,True,通过,Window_2025,Price-Volume
VMA5,1.0,0.0,0.002,0.288061,True,通过,Window_2025,Price-Volume
VMA10,1.0,0.0,0.002,0.288061,True,通过,Window_2025,Price-Volume
VMA20,1.0,0.0,0.002,0.28806,True,通过,Window_2025,Price-Volume
VMA30,1.0,0.0,0.002,0.28806,True,通过,Window_2025,Price-Volume
VMA60,1.0,0.0,0.002,0.288059,True,通过,Window_2025,Price-Volume
VSTD5,1.0,0.0,0.0,0.28803,True,通过,Window_2025,Price-Volume
VSTD10,1.0,0.0,0.0,0.288018,True,通过,Window_2025,Price-Volume
VSTD20,1.0,0.0,0.0,0.288025,True,通过,Window_2025,Price-Volume
VSTD30,1.0,0.0,0.0,0.288025,True,通过,Window_2025,Price-Volume
VSTD60,1.0,0.0,0.0,0.288021,True,通过,Window_2025,Price-Volume
WVMA5,1.0,0.0,0.0,0.288634,True,通过,Window_2025,Price-Volume
WVMA10,1.0,0.0,0.0,0.288652,True,通过,Window_2025,Price-Volume
WVMA20,1.0,0.0,0.0,0.288666,True,通过,Window_2025,Price-Volume
WVMA30,1.0,0.0,0.0,0.288665,True,通过,Window_2025,Price-Volume
WVMA60,1.0,0.0,0.0,0.288664,True,通过,Window_2025,Price-Volume
VSUMP5,1.0,0.0,0.0,0.28865,True,通过,Window_2025,Price-Volume
VSUMP10,1.0,0.0,0.0,0.288659,True,通过,Window_2025,Price-Volume
VSUMP20,1.0,0.0,0.0,0.288665,True,通过,Window_2025,Price-Volume
VSUMP30,1.0,0.0,0.0,0.288663,True,通过,Window_2025,Price-Volume
VSUMP60,1.0,0.0,0.0,0.28866,True,通过,Window_2025,Price-Volume
VSUMN5,1.0,0.0,0.0,0.28865,True,通过,Window_2025,Price-Volume
VSUMN10,1.0,0.0,0.0,0.288659,True,通过,Window_2025,Price-Volume
VSUMN20,1.0,0.0,0.0,0.288665,True,通过,Window_2025,Price-Volume
VSUMN30,1.0,0.0,0.0,0.288663,True,通过,Window_2025,Price-Volume
VSUMN60,1.0,0.0,0.0,0.28866,True,通过,Window_2025,Price-Volume
VSUMD5,1.0,0.0,0.0,0.28865,True,通过,Window_2025,Price-Volume
VSUMD10,1.0,0.0,0.0,0.288659,True,通过,Window_2025,Price-Volume
VSUMD20,1.0,0.0,0.0,0.288665,True,通过,Window_2025,Price-Volume
VSUMD30,1.0,0.0,0.0,0.288663,True,通过,Window_2025,Price-Volume
VSUMD60,1.0,0.0,0.0,0.28866,True,通过,Window_2025,Price-Volume
Alpha3,1.0,0.0,0.0,0.288333,True,通过,Window_2025,Price-Volume
Alpha4,1.0,0.0,0.3773,0.011744,True,通过,Window_2025,Price-Volume
Alpha11,1.0,0.0,0.0,0.2883,True,通过,Window_2025,Price-Volume
Alpha14,1.0,0.0,0.0,0.285281,True,通过,Window_2025,Price-Volume
Alpha15,1.0,0.0,0.0,0.287124,True,通过,Window_2025,Price-Volume
Alpha18,1.0,0.0,0.0,0.285603,True,通过,Window_2025,Price-Volume
Alpha19,1.0,0.0,0.0,0.285606,True,通过,Window_2025,Price-Volume
Alpha20,1.0,0.0,0.0,0.284985,True,通过,Window_2025,Price-Volume
Alpha29,1.0,0.0,0.0,0.284665,True,通过,Window_2025,Price-Volume
Alpha31,1.0,0.0,0.002,0.288052,True,通过,Window_2025,Price-Volume
Alpha34,1.0,0.0,0.002,0.288054,True,通过,Window_2025,Price-Volume
Alpha38,1.0,0.0,0.2208,0.176332,True,通过,Window_2025,Price-Volume
Alpha40,1.0,0.0,0.0,0.287237,True,通过,Window_2025,Price-Volume
Alpha46,1.0,0.0,0.002,0.288054,True,通过,Window_2025,Price-Volume
Alpha53,1.0,0.0,0.0159,0.00017,True,通过,Window_2025,Price-Volume
Alpha58,1.0,0.0,0.0159,0.00017,True,通过,Window_2025,Price-Volume
Alpha65,1.0,0.0,0.002,0.288051,True,通过,Window_2025,Price-Volume
Alpha66,1.0,0.0,0.002,0.288049,True,通过,Window_2025,Price-Volume
Alpha70,1.0,0.0,0.0,0.287706,True,通过,Window_2025,Price-Volume
Alpha71,1.0,0.0,0.002,0.288054,True,通过,Window_2025,Price-Volume
Alpha75,1.0,0.0,0.0159,0.00017,True,通过,Window_2025,Price-Volume
Alpha76,1.0,0.0,0.0,0.288673,True,通过,Window_2025,Price-Volume
Alpha80,1.0,0.0,0.0,0.285575,True,通过,Window_2025,Price-Volume
Alpha86,1.0,0.0,0.1841,0.200986,True,通过,Window_2025,Price-Volume
Alpha88,1.0,0.0,0.0,0.276283,True,通过,Window_2025,Price-Volume
Alpha95,1.0,0.0,0.0,0.28783,True,通过,Window_2025,Price-Volume
Alpha97,1.0,0.0,0.0,0.287794,True,通过,Window_2025,Price-Volume
Alpha100,1.0,0.0,0.0,0.287826,True,通过,Window_2025,Price-Volume
Alpha106,1.0,0.0,0.0,0.275992,True,通过,Window_2025,Price-Volume
Alpha112,1.0,0.0,0.0,0.288674,True,通过,Window_2025,Price-Volume
Alpha118,1.0,0.0,0.0,0.288602,True,通过,Window_2025,Price-Volume
Alpha126,1.0,0.0,0.0,0.288413,True,通过,Window_2025,Price-Volume
Alpha128,1.0,0.0,0.0,0.286673,True,通过,Window_2025,Price-Volume
Alpha129,1.0,0.0,0.002,0.287226,True,通过,Window_2025,Price-Volume
Alpha132,1.0,0.0,0.0,0.288444,True,通过,Window_2025,Price-Volume
Alpha134,1.0,0.0,0.0,0.280984,True,通过,Window_2025,Price-Volume
Alpha139,1.0,0.0,0.0001,0.287454,True,通过,Window_2025,Price-Volume
Alpha145,1.0,0.0,0.0126,0.283134,True,通过,Window_2025,Price-Volume
Alpha150,1.0,0.0,0.0,0.288378,True,通过,Window_2025,Price-Volume
Alpha153,1.0,0.0,0.0,0.288412,True,通过,Window_2025,Price-Volume
Alpha167,1.0,0.0,0.0041,0.287188,True,通过,Window_2025,Price-Volume
Alpha168,1.0,0.0,0.002,0.288331,True,通过,Window_2025,Price-Volume
Alpha178,1.0,0.0,0.0,0.287669,True,通过,Window_2025,Price-Volume
Alpha189,1.0,0.0,0.0,0.28814,True,通过,Window_2025,Price-Volume
Alpha191,1.0,0.0,0.0,0.288572,True,通过,Window_2025,Price-Volume
roe_ttm,1.0,0.0,0.001,0.245873,True,通过,Window_2025,Quality
roa_ttm,1.0,0.0,0.001,0.245829,True,通过,Window_2025,Quality
grossprofit_margin,1.0,0.0,0.001,0.245851,True,通过,Window_2025,Quality
netprofit_margin,1.0,0.0,0.001,0.24587,True,通过,Window_2025,Quality
debt_to_assets,1.0,0.0,0.001,0.245893,True,通过,Window_2025,Quality
current_ratio,1.0,0.0,0.001,0.245812,True,通过,Window_2025,Quality
inv_turn,1.0,0.0,0.001,0.245603,True,通过,Window_2025,Quality
ocf_to_netprofit,1.0,0.0,0.001,0.245724,True,通过,Window_2025,Quality
STR_20d,1.0,0.0,0.0,0.288651,True,通过,Window_2025,Reversal
STR_5d,1.0,0.0,0.0,0.288647,True,通过,Window_2025,Reversal
LTR_12m,1.0,0.0,0.0,0.288097,True,通过,Window_2025,Reversal
VOL_REV,1.0,0.0,0.0,0.288658,True,通过,Window_2025,Reversal
EXTREME_REV,1.0,0.0,0.3795,5.9e-05,True,通过,Window_2025,Reversal
short_reversal,1.0,0.0,0.0,0.285603,True,通过,Window_2025,Reversal
illiquidity_amihud,1.0,0.0,0.0,0.288622,True,通过,Window_2025,Size & Liquidity
total_mv_log,1.0,0.0,0.0,0.288659,True,通过,Window_2025,Size & Liquidity
volume_surge,1.0,0.0,0.0,0.288638,True,通过,Window_2025,Size & Liquidity
volatility_1m,1.0,0.0,0.0,0.287442,True,通过,Window_2025,Volatility & Risk
beta,1.0,0.0,0.0,0.288659,True,通过,Window_2025,Volatility & Risk
shareholder_change,1.0,0.0,0.0313,0.127766,True,通过,Window_2025,Volatility & Risk
pledge_ratio,1.0,0.0,0.0008,0.22075,True,通过,Window_2025,Volatility & Risk
